,price,description,locations,titles,target,labelled,websites
9831,649000.0,ml 40185296 welcome 520 durie the thriving trendy village bloor west amazing opportunity own turnkey 4plex mpac live three floor are occupied month month quality detail ,city toronto,       house for sale city toronto 520 durie street toronto ontario 1593836594 520 durie street toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/520-durie-street-toronto-ontario/1593836594
9832,600000.0,ml w5429120 attn business owner investor truly turnkey positive cashflowing legal unit building commercial re zoning full main floor space avail lot severance potential strong detail ,city toronto,       house for sale city toronto 589 591 annette toronto ontario 1593838415 589 591 annette toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/589-591-annette-st-toronto-ontario/1593838415
9833,599000.0,ml c5429003 gorgeous davisville village home sought after maurice cody schl district fully renovated open concept chef kitchen quartz countertop led potlights glass railing laminate detail ,city toronto,       house for sale city toronto cleveland toronto ontario 1593839856 cleveland toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/63-cleveland-st-toronto-ontario/1593839856
9834,795000.0,ml c5427744 with two more unit than typical triplex here your chance have your mortgage paid for while you live the main floor with your private backyard space and parking spot detail ,city toronto,       house for sale city toronto aberdeen ave toronto ontario 1593833343 aberdeen ave toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/50-aberdeen-ave-toronto-ontario/1593833343
9835,899000.0,rarely offered spectacular fully renovated nestled highly desirable community highest level craftsmanship artistic finish stunning open concept design soaring ceiling dramatic detail ,city toronto,       house for sale city toronto toronto bathurst drewry bdrm bth 1593836168 toronto bathurst drewry bdrm bth  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/toronto-bathurst-drewry-5-bdrm-3-bth/1593836168
9836,799000.0,don miss this brand new gorgeous detached never been lived each ha it own bathroom 9ft ceiling granite countertop brand new appls large island backyard stair detail ,city toronto,       house for sale city toronto toronto bedroom bathrooms 1593831241 toronto bedroom bathrooms  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/toronto-on-4-bedroom-5-bathrooms/1593831241
9837,198000.0,stunning victorian set toronto hottest neighbourhood the junction this one got all beautifully renovated and move ready large multi level unit easily convert detail ,city toronto,       house for sale city toronto toronto dupont and dundas bdrm bth 1593826576 toronto dupont and dundas bdrm bth  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/toronto-dupont-st-and-dundas-st-w-4-bdrm-2-bth/1593826576
9838,199000.0,rarely offered large bedroom oversized 60x104 lot quiet tree lined street sought after cliffcrest impeccably maintained same family for yr renovated kitchen bathrms detail ,city toronto,       house for sale city toronto mccowan and kingston new bdr bth 1593825876 mccowan and kingston new bdr bth  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/mccowan-rd-and-kingston-rd-on-new-bdr-2-bth/1593825876
9839,895000.0,designer own home story detached custom built home step the beach park retail transit farmer market bed bath calming aesthetic great flow light all floor the home detail ,city toronto,       house for sale city toronto bdrm bth queen coxwell schedule appt 1593825236 bdrm bth queen @ coxwell schedule appt  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/3-bdrm-3-bth-queen-coxwell-schedule-appt/1593825236
9840,95000.0,opportunity knock great unique quite street step college dundas west dufferin grove park and mall semi detached brick with garage via lane the property currently used two detail ,city toronto,       house for sale city toronto toronto dufferin and college 1593823883 toronto dufferin and college  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/toronto-dufferin-and-college/1593823883
9841,288000.0,captured beauty encompasses the elegant detail throughout upon entering this dream home breath fresh air and timeless finish that brings the outdoors inside with soaring ceiling detail ,city toronto,       house for sale city toronto bedrm bth armour blvd york downs 1593821365 bedrm bth armour blvd york downs  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/6-bedrm-8-bth-armour-blvd-york-downs-dr/1593821365
9842,499900.0,renovator contractor investor delight first time buyer opportunity with incredible potential waiting for your personal touch bedroom bathroom townhouse nestled desirable detail ,city toronto,       house for sale city toronto this one bdrm bth albion elmhurst 1593818636 this one bdrm bth albion elmhurst  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/this-one-3-bdrm-2-bth-albion-elmhurst/1593818636
9843,849900.0,immaculate home lovely white kitchen upgraded window quality exterior door hardwood floor interlock brick walk way newer deck and stairway the kitchen beautiful backyard large detail ,city toronto,       house for sale city toronto bdr bth midland lawrence 1593808378 bdr bth midland lawrence  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/3-bdr-1-bth-midland-lawrence/1593808378
9844,349000.0,beautifully renovated bedrm bths the highly sought after davisville village situated quiet child friendly single block side street boast many upgrade deck from the dining detail ,city toronto,       house for sale city toronto bayview millwood for sale 1593806336 bayview millwood for sale  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/bayview-millwood-for-sale/1593806336
9845,998000.0,price 998 000 3150 beautifully renovated bed bath storey semi detached home danforth village quartz counter appliance new wiring new window backyard deck from detail ,city toronto,       house for sale city toronto bed bath semi detached home danforth village 1593804824 bed bath semi detached home danforth village  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/3-bed-2-bath-semi-detached-home-in-danforth-village/1593804824
9846,699000.0,freehold townhouse great close all amenity park school close highway 401 \\rfinished basement with large rec room \\rincludes all electrical light fixture window detail ,city toronto,       house for sale city toronto homes for sale malvern toronto ontario 699 000 1576428040 homes for sale malvern toronto ontario 699 000  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/homes-for-sale-in-malvern-toronto-ontario-699-000/1576428040
9847,950000.0,exciting brand new master planned community offering townhomes semi single coming soon scarborough coming september 2021 located midland ave lawrence ave mila place future detail ,city toronto,       house for sale city toronto homes for sale bendale scarborough ontario 950 000 1566741344 homes for sale bendale scarborough ontario 950 000  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/homes-for-sale-in-bendale-scarborough-ontario-950-000/1566741344
9848,999000.0,ml c5338383 real estate wa poetry stunning designer masterpiece warm functional open concept layout everything you would want and expect your family sanctuary everyone dream detail ,city toronto,       house for sale city toronto 435 brock ave toronto ontario 1580854763 435 brock ave toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/435-brock-ave-toronto-ontario/1580854763
9849,627990.0,ml c5338910 executive freehold storey luxury townhouse priemum end unit lot with spacious back yard main floor feature smooth ceiling hardwood floor ultra modern kitchen with detail ,city toronto,       house for sale city toronto kenneth wood cres toronto ontario 1580853986 kenneth wood cres toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/37-kenneth-wood-cres-toronto-ontario/1580853986
9850,888000.0,ml c5334835 luxury custom design home nestled premium corner lot74 side walk exquisitely situated one the most prestigious area andrew dramatic curb appeal car detail ,city toronto,       house for sale city toronto cotswold cres toronto ontario 1580850295 cotswold cres toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/68-cotswold-cres-toronto-ontario/1580850295
9851,898000.0,ml c5362884 chance live renovate build your dream home step park school and minute from yonge finch subway premium 145 lot back ravine with walk out basement detail ,city toronto,       house for sale city toronto maxome ave toronto ontario 1585279921 maxome ave toronto ontario  ,houses,0,https:/www.kijiji.cahttps:/www.kijiji.ca/v-house-for-sale/city-of-toronto/81-maxome-ave-toronto-ontario/1585279921
